ID,NPC,CODIGO,ORIGINAL,TIPO DECOMPONENTE,TIPO DE COMPONENTE GENERAL,MARCA,MARCA REFACCION,PROVEEDOR,DESCRIPCION,PRECIODE LISTA
678,147-433,,10456042%%% 12562910,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,BLAZER VORTEC%%% 4.3 LTS. 6 CIL.  MPFI (96-99),607
679,147-443,,213336%%% 8245756360,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,CAVALIER 2.2 LTS. 4 CIL. (97-02),202
680,147-213,,94BF6C315AA,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,FOCUS%%% FOCUS STATION WAGON%%% FOCUS ZX3 16 V. 2.0 LTS. 4 CIL. (00-04),473
681,147-364,,,SENSOR DE POSICION DEL CIGÜEÑAL,SENSORES,,KEMPARTS,KEM PARTS,200  2.4 LTS. 4 CIL. (12-13),488
682,140-206,,10045847,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,CAVALIER (SOHC) 1995-2002%%% 4 CIL.%%% 2.2 LTS. MPFI,97
683,140-101,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,TOPAZ 1989-1994%%% 4 CIL.%%% 2.3 LTS. MPFI,111
684,140-104,,F5AZ12A648A,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,ESCORT 1994-1995%%% 4 CIL.%%% 1.9 LTS. MPFI,147
685,140-209,,10096181,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,REGAL 3.8 LTS. 6 CIL. (1996),196
686,140-315,,56027873,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,STRATUS 1997-1999%%% 4 CIL.%%%  2.0%%% 2.4 LTS. MPFI,147
687,140-317,,5269870AB,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,CARAVAN%%% GRAND VOYAGER 3.3%%% 3.8 LTS. 6 CIL. (01-06)%%% CHARGER 5.7 LTS.,179
688,TW296,,,SENSOR DE TEMPERATURA,SENSORES,,KEMPARTS,KEM PARTS,TRAILBLAZER 4.2 LTS. 6 CIL. (04-05),205
689,141-432,,17110830,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,CELEBRITY%%% CENTURY%%% CUTLASS 2.8 LTS. 6 CIL. (87-88),685
690,141-439,,17083333,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,CELEBRITY 1989%%% 6 ICL.%%% 2.8 LTS. MPFI,443
691,141-996,,2262058Y00,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,SENTRA%%% TSURU III%%% TSUBAME 1.6 LTS. 4 CIL. (92-97),414
692,141-608,,4605103,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,CHRYSLER CONCORDE%%% INTREPID%%% LEBARON%%% NEW YORKER%%% LH 3.5 LTS. 6 ,423
693,141-110,,4605128,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,CIRRUS 2.5 LTS. 6 CIL. (95-98),365
694,141-623,,4672026%%% 4762716,SENSOR DE POSICION DE ACELERADOR (TPS),SENSORES,,KEMPARTS,KEM PARTS,NEON%%%STRATUS (NO APLICA EN MOTOR DE DOBLE ARBOL DE LEVAS) (94-95),418
695,143-421,,17061915,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,KEMPARTS,KEM PARTS,CHEVROLET BLAZER & MAXICAB T.B.I. SILHOUETTE T.B.I. 2.8%%% 3.1 LTS. ,228
696,143-218,,F4SZ9C968A,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,KEMPARTS,KEM PARTS,ESCORT 2.0 LTS. 4 CIL. (1997)%%% CONTOUR 2.5 LTS. 6 CIL. (95-97)%%% MYSTIQUE 2.5 LTS. 6 CIL. ,943
697,PS68,,C8AZ 9278 A,BULBO DE PRESION DE ACEITE,LINEA MECANICA,,KEMPARTS,KEM PARTS,FORD CONTOUR 2.5 LTS. 6 CIL. (96-98).%%% ESCORT 2.0 LTS. 4 CIL. (97-02).%%% EXPLORER 4.0 ,82
698,138-101,,25015107,SENSOR DE OXIGENO (SONA LAMBDA),SENSORES,,KEMPARTS,KEM PARTS,CHEVY%%% CHEVY WAGON%%% MONZA%%% PICK-UP 1994-2003%%% 4 CIL.%%% 1.4%%%,448
699,148-100,,,SENSOR DE DETONACION,SENSORES,,KEMPARTS,KEM PARTS,CAVALIER%%% PICK UP S-10  2.2 LTS. 4 CIL. (95-97),109
700,18029,,,EMPAQUES,INYECTORES,,S/M,ALFONSO SANTILLAN,REPUESTO DE TBI ,145
701,FBC101,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE GASOLINA CADILLAC CAMARO 89/92  PONTIAC FIREBEP 92/89,400
702,037906031A,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE GASOLINA ,380.15
703,TJ35,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE GASOLINA FORD TAURUS 91/89 ,350
704,FJ337,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,Inyector de gasolina honda civic 1.6l 96-00; fj337,400
705,FJ1023,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE GASOLINA CHEVROLET AVEO 06/08 PONTIAC G3 09 ,234
706,FJ19,,1660001Y00,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,Inyector de gasolina nissan tsuru iii gs [e16e] 8v 1.6l 93-96,430.12
707,FJ178,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE GASOLINA TOYOTA PASEO 99/95 ,400
708,FJ483,,4891573AA,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,Inyector de combustible chrysler pt cruiser 2.4l 04-10; stratus%%% sebring 2.4l 04-06; neon%%% grand caravan 2.4l 04-05,350.5
709,FJ335,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,S/M,INYECTOR DE COMBUSTIBLE MAZDA 626 02/00 MAZDA PROTEGE 00/99 ,308
710,PC420,,,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,sensor cigüeñal liberty 3.7 lts 6 cil mpfi 02-04,185
711,PC440,,05269873AB,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,sensor  cigüeñal cirrus 2.4 03/06 neon 2.0 03/06 pt cruiser 03-08,185
712,PC460,,237315M010237316J90B,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,sensor de posicion cigüeñal sentra 1.8 00-04 altima 02-03 maxima 3.5 02-08 ,220
713,PC475,,4882251AB,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,sensor cigüeñal chrysler neon%%% stratus 97-06 caravan 97-07 voyager 97-03 pt cruiser 01-09,200
714,PC628,,06905161B,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,sensor cigüeñal jetta clasico 99-13 jetta 11-13 derby 00-02,270
715,PC700,,030907601E,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,A1  1.4 LTS. 4 CIL. (11-13)%%% A3  QUATTRO 3.2 LTS. 6 CIL. (06-08)%%% A8 QUATTRO 3.2 LTS.,430
716,PC111,,10230261%%% 24508215,SENSOR DE POCISION DEL CIGÜEÑAL,SENSORES,,S/M,S/M,SKYLARK 3.1 LTS. 6 CIL. (94-98),1001
717,TH42,,17087653%%% 17106681,SENSOR DE POSICION DE ACELERADOR,SENSORES,,S/M,S/M,sensor tps cavalier celebrity%%% cutlass%%% century 89 -94,155
718,TH189,,4874371%%% 4874371AB,SENSOR DE POSICION DE ACELERADOR,SENSORES,,S/M,S/M,sensor tps sunfire malibu 95-99,250.7
719,TH215,,4606197,SENSOR DE POSICION DE ACELERADOR,SENSORES,,S/M,S/M,Sensor de posicion de acelerador (tps) chrysler cirrus 2.5l 98-00%%% pt cruiser 2.4l 01-04,363
720,TH232,,2262073C00%%% 2262031U00,SENSOR DE POSICION DE ACELERADOR,SENSORES,,S/M,S/M,sensor tps chrysler neon strauts 2.0 95-99,344.5
721,TH408,,,SENSOR DE POSICION DE ACELERADOR,SENSORES,,S/M,S/M,sensor de posicion tps volvo v40-00-04,150
722,PR7,,4306015,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,S/M,REGULADOR DE PRESION DE GASOLINA CHRYSLER DAYTONA SHADOW 87-88%%% 92-93,301.79
723,PR24,,5277829,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,S/M,REGULADOR DE PRESION DE GASOLINA CHRYSLER CARAVAN VOYAGER INTREP 90-95,319.54
724,PR232,,F73Z9C968AA,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,S/M,REGULADOR DE PRESION DE GASOLINA FORD CONTOUR MYSTIQUE 2.5L 98-00,568.34
725,PR84,,1516056B00,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,S/M,REGULADOR DE PRESION DE GASOLINA GM TRACKER 1.6L 89-95 SIDEKICK 1.6L 89-95,292.49
726,TS477,,059919501A%%% 078919501C,SENSOR DE TEMPERATURA,SENSORES,,S/M,S/M,sensor temperatura vw golf jetta new beetle 98-09 passat 98-07 eurovan 99-03 negro ,275
727,TS133,,21595-36A00,BULBO DE MOTOVENTILADOR,LINEA MECANICA,,S/M,S/M,Bulbo motoventilador 92c-82c 2ter,149.33
728,AMK004,,,COLLARIN,LINEA MECANICA,,S/M,AUTOMOTIVE,COLLARIN  ,331.5
729,AMK003,,,COLLARIN,LINEA MECANICA,,S/M,AUTOMOTIVE,COLLARIN  ,355.3
730,AMK010,,,COLLARIN,LINEA MECANICA,,S/M,AUTOMOTIVE,COLLARIN  ,316.2
731,F29A,,,FLOTADOR,BOMBA DE GASOLINA,,S/M,AUTOMOTIVE,FLOTADOR,73.54
732,R43293,,,FLOTADOR,BOMBA DE GASOLINA,,S/M,AUTOMOTIVE,FLOTADOR,53.72
733,SF0413,,,SOPORTE,LINEA MECANICA,,S/M,AUTOMOTIVE,SOPORTE,22
734,S00525,,,SOPORTE,LINEA MECANICA,,S/M,AUTOMOTIVE,SOPORTE,19
735,DM-1990= LX340,,1987465%%% 8104965410,MODULO DE ENCENDIDO,SISTEMA DE ENCENDIDO,,TRANSPO,AUTOMOTIVE,MODULO DE IGNICION CHEVROLET 8 PUNTAS V8%%% V6,112.18
736,MC,,,MANGUERA CORRUGADA,LINEA MECANICA,,S/M,AUTOMOTIVE,MANGUERA CORRUGADA,13.6
737,EFP8595,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN ARMADA%%% TITAN V8 5.6L 05-15%%% NV1500 V6 4.0L 12-14%%% NV2500%%% NV3500 V6%%% V8%%% 4.0L%%% 5.6L%%% 12-15,368
738,EFP8757,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO LEXUS GX460 V8%%% 4.6L%%% 12-14%%% TOYOTA 4RUNNER V6%%% 4.0L%%% 10-15,417.4
739,EFP8586,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO MAZDA 6 V6%%% 3.0L%%%03-08,368
740,EFP8838,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO HONDA CIVIC 2.0L%%% 06-11,359
741,EFP8752,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN SENTRA 2.0L%%% 2.5L 07-12,389
742,EFP8805,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO TOYOTA SEQUUOIA V8%%% 4.6L%%% 10-12%%% 5.7L%%% 08-15%%% TUNDRA V8%%% 4.6L%%% 10-14%%% 5.7L%%% 07-14,421
743,EFP9151,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO TOYOTA RAV4 2.5L%%% 09-15%%% SIENNA V6%%% 3.5L%%% 07-10,399
744,EFP8743,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN FRONTIER  L4%%% V6%%% 4.0L%%% 05-14 JEEP TJ L4-2.4L%%% L6-4.0%%% 05-06%%% WRANGLER L4-2.4L%%% L6-4.0L%%% 05-06,445
745,EFP2545,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO FORD EXPEDITION V8%%% 5.4L%%% 10-14%%% E-150%%% E-250%%% V8%%% 4.6L%%% 09-10 E-350 SUPER DUTY%%% E-450 SUPER DUTY%%% V10%%% 6.8L%%% 09-10,491
746,EFP8855,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN TIDA 07-15%%% VERSA 07-12,345
747,EFP3756,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO PONTIAC GRAND PRIX V8%%% 5.3L%%% 08%%% CHEVROLET IMPALA V8%%% 5.3L%%% 08-09%%% HHR 2.2L%%% 06-08,345
748,EFP065,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN URVAN 2.4%%% 08-13,320
749,EFP4005,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO CHEVROLET EXPRESS 1500 V6%%% 4.3L%%% 10-14%%% EXPRESS 2500%%% EXPRESS 3500 V8%%% 4.8L%%% 6.0L 10-14,749
750,EFP8368,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO AUDI A6 V6%%% 2.8L%%% 3.0L%%% 00-04%%% VW PASSAT V6%%% 1.8L%%% 2.8L%%% 98-05,390
751,EFP8427,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO NISSAN SENTRA 1.8L%%% 00-01,342
752,EFP7220,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO DODGE CALIBER 1.8L%%% 2.0L%%% 2.4L%%% 07-11%%% JEEP PATRIOT%%% COMPASS 2.0L%%% 2.4L%%% 07-13,425
753,EFP7218,,,BOMBA-REPUESTO-C/FILTRO,BOMBA DE GASOLINA,,US GLOBAL,IMPAYRE,REPUESTO DE BOMBA C/FILTRO DODGE CALIBER 2.4L%%% 07-08%%% JEEP PATRIOT%%% COMPASS 2.4L%%% 07-14,419.5
754,J05,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,BOSCH,IMPAYRE,REPUESTO DE BOMBA DE GASOLINA FORD PICK UP`S 96-00 VAN`S 97-03%%% EXPLORER 95-01%%% RANGER 98-01 GD MARQUIS 92-03 BOSCH ,180
755,J05P,,1S6U9H307AD,BOMBA-REPUESTO,BOMBA DE GASOLINA,,BOSCH,IMPAYRE,REPUESTO DE BOMBA DE GASOLINA FORD ECOSPORT 2.0L 04-09%%% FIESTA%%% IKON 2.0L 03-09 MARCA BOSCH ,180
756,2157,,,BOMBA-REPUESTO,BOMBA DE GASOLINA,,MOTORCRAFT,IMPAYRE,REPUESTO DE BOMBA DE GASOLINA FORD VAN E SERIES V6%%%V8%%%V10 97-03%%% EXPLORER V6%%%V8%%% 95-03%%% RANGER V6%%% 98-01%%% CROWN VICTORIA 94-02 MOTORCRAFT,178
757,DG508,,,BOBINA,SISTEMA DE ENCENDIDO,,OEM,IMPAYRE,BOBINA DE IGNICION FORD EXPEDITION%%% MUSTANG%%% NAVIGATOR%%% MARK LT 4.6L 5.4L%%% 05-08,3
758,FD497G,,XS8Z12029AA,BOBINA,SISTEMA DE ENCENDIDO,,OEM,IMPAYRE,BOBINA DE IGNICION FORD CONTOUR%%% MYSTIQUE 2.0L 99-00%%% RANGER 2.3L 01-10%%% FIESTA L4 98-07.,3
759,FJ100 ,,17113197,INYECTOR,INYECTORES DE GASOLINA,,TRUMAN,IMPAYRE,INYECTOR DE GASOLINA GM CENTURY%%% CAVALIER%%% BERETTA 2.2L 92-93,198
760,TJ21,,,INYECTOR,INYECTORES DE GASOLINA,,S/M,IMPAYRE,INYECTOR DE GASOLINA CHEVROLET CHEVY 95-02%%% PONTIAC OPTIMA 88-91%%% LEMANS 88-93,198
761,PR203G,,,REGULADOR DE PRESION DE GASOLINA,BOMBA DE GASOLINA,,S/M,IMPAYRE,REGULADOR DE PRESION DE GASOLINA GM ASTRO PICK PUP V6 V8 (VORTEC) 96-03,198
762,LI,,,LIGAS,INYECTORES DE GASOLINA,,S/M,IMPAYRE,LIGAS,380
763,MI,,,MICROFILTRO,INYECTORES DE GASOLINA,,S/M,IMPAYRE,MICROFILTRO,350
764,PC87,,,SENSOR DE CIGÜEÑAL,SENSORES,,GENERAL PARTS,HONGSEN MEX,SENSOR DE POSICION DE ARBOL DE LEVAS JEEP CHEROKEE (90-86)JEEP COMANCHE (90-86)JEEP WAGONEER (90-86)JEEP WRANGLER (90-87)RENAULT ALLIANCE (87-83)RENAULT ENCORE (86-84),68.77
765,PC171,,MD327107,SENSOR ARBOL DE LEVAS,SENSORES,,GENERAL PARTS,HONGSEN MEX,SENSOR DE POSICION DE ARBOL DE LEVAS CHRYSLER STRATUS%%% SEBRING 01-05%%% MITSUBISHI GALANT 99-04 LANCER 03-06 ECLIPSE 97-05,91.8
766,PC278,,12555566,SENSOR DE CIGÜEÑAL,SENSORES,,GENERAL PARTS,HONGSEN MEX,SENSOR DE POSICION DE CIGÜEÑAL GM SILVERADO 99-06%%% EXPRESS VAN 99-02%%% AVALANCHE 5.3L 02-05,183.6
767,PC345,,058905161B,SENSOR ARBOL DE LEVAS,SENSORES,,GENERAL PARTS,HONGSEN MEX,SENSOR DE POSICION DE ARBOL DE LEVAS A4 TURBO 1.8 LTS. 4 CIL. (97-06)%%% A4 QUATTRO TURBO 1.8 LTS. 4 CIL. (99-05)%%% A6,358.86
768,PC273,,12561211,SENSOR ARBOL DE LEVAS,SENSORES,,GENERAL PARTS,HONGSEN MEX,SENSOR DE POSICION DE ARBOL DE LEVAS GM SILVERADO 99-06%%% EXPRESS VAN 99-02%%% AVALANCHE 5.3L 02-05,206.8
769,PC528,,39180-23500,SENSOR ARBOL DE LEVAS,SENSORES,,S/M,HONGSEN MEX,SENSOR DE POSICION DE ARBOL DE LEVAS HYUNDAI ELANTRA 01-12%%% TIBURON 05-08%%% ATTITUDE 2009%%% VERNA 1.5%%% 1.6 04-06,86.62
770,PC556,,,SENSOR DE CIGÜEÑAL,SENSORES,,STANDARD,HONGSEN MEX,SENSOR DE POSICION DE CIGÜEÑAL CHEVROLET COLORADO 04-07%%% GMC CANYON 04-07,137.7
771,PC-10,,F0TZ6C315B,SENSOR DE CIGÜEÑAL,SENSORES,,GENERAL PARTS,HONGSEN MEX,SENSOR DE POSICION DE CIGÜEÑAL FORD RANGER 8 BUJIAS 89-94%%% MUSTANG 91-93,278
772,LX340,,,MODULO DE ENCENDIDO,SISTEMA DE ENCENDIDO,,S/M,HONGSEN MEX,MODULO DE IGNICION CHEVROLET 8 PUNTAS V6%%% V8,85.9
773,LX218,,,MODULO DE ENCENDIDO,SISTEMA DE ENCENDIDO,,S/M,HONGSEN MEX,MODULO DE IGNICION FORD (DY425) 9 PUNTAS,88.9
774,LX381,,,MODULO DE ENCENDIDO,SISTEMA DE ENCENDIDO,,S/M,HONGSEN MEX,MODULO DE IGNICION CHEVROLET STD LX381,85.9
775,DR-474,,,TAPA DE DISTRIBUIDOR,SISTEMA DE ENCENDIDO,,S/M,HONGSEN MEX, 8 CILINDROS CADILLAC ESCALADE 99-00; CHEVY FULL SIZE P-UP 96-00; CHEVY G FULLSIZE VAN / EXPRESS 96-02; SUBURBAN / FULLSIZE BLAZER/ TAHOE 96-00; GMC FULLSIZE P-UP 96-00; SVANA 96-02; SUBURBAN / FULLSIZE JIMMY / YUKON 96-00 VORTEC,100
776,DR-475,,,TAPA DE DISTRIBUIDOR,SISTEMA DE ENCENDIDO,,S/M,HONGSEN MEX,CHEVROLET LIGHT TRUCK ASTRO 96-05; FULL SIZE PICK UP 96-07; S10 BLAZER 95-05; S10 PICK UP 95-04; GMC LIGHT TRUCK FULL SIZE PICK UP 96-06; S15 JIMMY 94-01%%% 05; S15 PICK UP 96-04; SAFARI 96-05; OLDSMOBILE BRAVADA 96-01. C280Z TD-35  IMPORTACION,100
777,GM04,,,DISTRIBUIDOR,SISTEMA DE ENCENDIDO,,OEM,HONGSEN MEX,DISTRIBUIDOR,588.15
778,GM02,,,DISTRIBUIDOR,SISTEMA DE ENCENDIDO,,OEM,HONGSEN MEX,DISTRIBUIDOR,588.15
779,WF-209-029,,,TERMOSTATO,LINEA MECANICA,,GENERAL PARTS,HONGSEN MEX,TERMOSTATO  ALUMINIO,310
780,WF-209-029,,,TERMOSTATO,LINEA MECANICA,,GENERAL PARTS,HONGSEN MEX,TERMOSTATO  PLASTICO,150
781,8A586,,,TERMOSTATO,LINEA MECANICA,,GENERAL PARTS,HONGSEN MEX,TERMOSTATO PLASTICO ,150
782,23750-00QAD,,,SENSOR DE CIGÜEÑAL,SENSORES,,S/M,FERSAL,SENSOR CIGUEÑAL PLATINA ESTANDAR M.NUEVO,224.13
783,23750-00QAC,,,SENSOR DE CIGÜEÑAL,SENSORES,,S/M,FERSAL,SENSOR CIGUEÑAL PLATINA AUTOMATICO M.VIE,212.33
784,23750-00QAH,,,SENSOR DE CIGÜEÑAL,SENSORES,,S/M,FERSAL,SENSOR CIGUEÑAL PLATINA ESTANDAR M.VIEJO,212.33
785,23731-1KT0A,,,SENSOR DE CIGÜEÑAL,SENSORES,,S/M,FERSAL,SENSOR DE CIGUEÑAL SENTRA B16 TIIDA,235.9193445
786,23731-4M526,,,SENSOR DE CIGÜEÑAL,SENSORES,,S/M,FERSAL,SENSOR CIGUEÑAL SENTRA B15 ALMERA 1.8,235.9193445
787,23750-00QAG,,,SENSOR DE CIGÜEÑAL,SENSORES,,S/M,FERSAL,SENSOR CIGUEÑAL PLATINA AUTOMATICO M.NUE,224.13
788,23750-00QAG,,,SENSOR DE CIGÜEÑAL,SENSORES,,S/M,FERSAL,SENSOR CIGUEÑAL PLATINA AUTOMATICO M.NUE,224.13
789,23731-EN22A,,,SENSOR DE ARBOL DE LEVAS,SENSORES,,S/M,FERSAL,SENSOR POSICION ARBOL DE LEVAS NS SENTRA,223.1669475
790,AFH46M-12,,,SENSOR MAF,SENSORES,,S/M,FERSAL,SENSOR MAF NISSAN TSURU III 16 VAL,845.35
791,AFH55M-12,,,SENSOR MAF,SENSORES,,S/M,FERSAL,SENSOR MAF NISSAN PICK-UP D21 Y D22,845.35
792,22680-8U301R,,,SENSOR MAF,SENSORES,,S/M,FERSAL,SENSOR MAF SENTRA B15 04-06 C/RESISTENCI,715.3
793,22680-8U301,,,SENSOR MAF,SENSORES,,S/M,FERSAL,SENSOR MAF SENTRA B15 04-06 SOLO,624.26
794,12279-ad200,,,RETEN DE CIGÜEÑAL,LINEA MECANICA,,NISSAN ORIGINAL,FERSAL,RETEN CIGUEÑAL NS SENTRA ALTIMA XTRAIL,29.49
795,12279-2B500,,,RETEN DE CIGÜEÑAL,LINEA MECANICA,,NISSAN ORIGINAL,FERSAL,RETEN CIGUEÑAL TRASERO GRANDE NS TSURU I,19.40213442
796,13510-50B10N,,,RETEN DE CIGÜEÑAL,LINEA MECANICA,,NISSAN ORIGINAL,FERSAL,RETEN CIGUEÑAL CHICO DIST NISSAN TSURU,17.11
797,13510-53j01,,,RETEN DE CIGÜEÑAL,LINEA MECANICA,,NISSAN ORIGINAL,FERSAL,RETEN CIGUEÑAL CHICO NS URVAN D21,21.03303847
798,90352112,,,RETEN DE CIGÜEÑAL,LINEA MECANICA,,NISSAN ORIGINAL,FERSAL,RETEN CIGUEÑAL TRASERO GM CHEVY 1.4 1.6,41.29
799,90501719,,,RETEN DE BOMBA DE ACEITE,LINEA MECANICA,,NISSAN ORIGINAL,FERSAL,RETEN BOMBA DE ACITE GM CHEVY TODOS,25.36
800,20R008MX,,,BALERO TRASERO,LINEA MECANICA,,GENERAL PARTS,FERSAL,BALERO DOBLE TRASERO AVEO,155.15
801,9156203,,,BALERO TRASERO,LINEA MECANICA,,GENERAL PARTS,FERSAL,BALERO DOBLE TRASERO DE CORSA,155.15
802,566719,,,BALERO DELANTERO,LINEA MECANICA,,GENERAL PARTS,FERSAL,BALERO DOBLE DELANTERO JETTA,127.45
803,25230-79917,,,RELEVADORES,SISTEMA ELECTRICO,,GENERAL PARTS,FERSAL,RELAY AZUL NISSAN VARIOS,35.06443713
804,25731-Y02G0,,,RELEVADORES,SISTEMA ELECTRICO,,NISSAN ORIGINAL,FERSAL,RELAY INTERMITENTES NISSAN TI -TII- TIII,33.58
805,6Q0-201-051C,,,FILTRO GASOLINA,FILTROS,,MOTORCRAFT,FERSAL,FILTRO GASOLINA VW BORA AUDI A3 4 BARES,265.41
806,1K0-201-051C,,,FILTRO GASOLINA,FILTROS,,MOTORCRAFT,FERSAL,FILTRO GASOLINA VW BORA AUDI A3 6.4 BARE,265.41
807,MFA-1632,,,FILTRO AIRE,FILTROS,,MOTORCRAFT,FERSAL,FILTRO AIRE FD LOBO F150 F350 SUPERDUTY,84.54
808,MFA-1616,,,FILTRO AIRE,FILTROS,,MOTORCRAFT,FERSAL,FILTRO AIRE FD RANGER EXPLORER WINDSTAR,78.04
809,M16H7001,,,CABLES BUJIA,SISTEMA DE ENCENDIDO,,AC DELCO,FERSAL,CABLES DE BUJIA GM PONTIAC MATIZ 06-15,149.8
810,M16H7078,,,CABLES BUJIA,SISTEMA DE ENCENDIDO,,AC DELCO,FERSAL,CABLES DE BUJIAS GM PONTIAC AVEO  1.6,176.55
811,89050475,,,CABLES BUJIA,SISTEMA DE ENCENDIDO,,AC DELCO,FERSAL,CABLES DE BUJIAS CHEVY,158.36
812,T335MX,,,BANDA DISTRIBUCION,LINEA MECANICA,,AC DELCO,FERSAL,BANDA DISTRIBUCION GM AVEO G3 1.6 07/12,141.55
813,16806-00qa7,,,BANDA DISTRIBUCION,LINEA MECANICA,,AC DELCO,FERSAL,BANDA DISTRIBUCION NS PLATINA,123.86
814,54570-4B000,,,BUJE DE HORQUILLA,LINEA MECANICA,,NISSAN ORIGINAL,FERSAL,BUJE DE HORQUILLA NISSAN TIII B14,91.04
